Category;Sub-Category;Month;Millions of Dollars
Fresh fruits and vegetables;Vegetables (fresh);2010-02-01;36978
Fresh fruits and vegetables;Vegetables (fresh);2010-03-01;36843
Fresh fruits and vegetables;Vegetables (fresh);2010-04-01;37085
Fresh fruits and vegetables;Vegetables (fresh);2010-05-01;37288
Fresh fruits and vegetables;Vegetables (fresh);2010-06-01;37334
Fresh fruits and vegetables;Vegetables (fresh);2010-07-01;37430
Fresh fruits and vegetables;Vegetables (fresh);2010-08-01;37339
Fresh fruits and vegetables;Vegetables (fresh);2010-09-01;37464
Fresh fruits and vegetables;Vegetables (fresh);2010-10-01;37230
Fresh fruits and vegetables;Vegetables (fresh);2010-11-01;37576
Fresh fruits and vegetables;Vegetables (fresh);2010-12-01;37406
Fresh fruits and vegetables;Vegetables (fresh);2011-01-01;37514
Fresh fruits and vegetables;Vegetables (fresh);2011-02-01;37641
Fresh fruits and vegetables;Vegetables (fresh);2011-03-01;37467
Fresh fruits and vegetables;Vegetables (fresh);2011-04-01;37749
Fresh fruits and vegetables;Vegetables (fresh);2011-05-01;37349
Fresh fruits and vegetables;Vegetables (fresh);2011-06-01;37449
Fresh fruits and vegetables;Vegetables (fresh);2011-07-01;37362
Fresh fruits and vegetables;Vegetables (fresh);2011-08-01;37468
Fresh fruits and vegetables;Vegetables (fresh);2011-09-01;37272
Fresh fruits and vegetables;Vegetables (fresh);2011-10-01;37357
Fresh fruits and vegetables;Vegetables (fresh);2011-11-01;37245
Fresh fruits and vegetables;Vegetables (fresh);2011-12-01;37131
Fresh fruits and vegetables;Vegetables (fresh);2012-01-01;37153
Fresh fruits and vegetables;Vegetables (fresh);2012-02-01;37174
Fresh fruits and vegetables;Vegetables (fresh);2012-03-01;37304
Fresh fruits and vegetables;Vegetables (fresh);2012-04-01;37496
Fresh fruits and vegetables;Vegetables (fresh);2012-05-01;37462
Fresh fruits and vegetables;Vegetables (fresh);2012-06-01;37399
Fresh fruits and vegetables;Vegetables (fresh);2012-07-01;37603
Fresh fruits and vegetables;Vegetables (fresh);2012-08-01;37663
Fresh fruits and vegetables;Vegetables (fresh);2012-09-01;37878
Fresh fruits and vegetables;Vegetables (fresh);2012-10-01;38286
Fresh fruits and vegetables;Vegetables (fresh);2012-11-01;38349
Fresh fruits and vegetables;Vegetables (fresh);2012-12-01;38583
Fresh fruits and vegetables;Vegetables (fresh);2013-01-01;38655
Fresh fruits and vegetables;Vegetables (fresh);2013-02-01;39290
Fresh fruits and vegetables;Vegetables (fresh);2013-03-01;39179
Fresh fruits and vegetables;Vegetables (fresh);2013-04-01;39051
Fresh fruits and vegetables;Vegetables (fresh);2013-05-01;39463
Fresh fruits and vegetables;Vegetables (fresh);2013-06-01;39615
Fresh fruits and vegetables;Vegetables (fresh);2013-07-01;39932
Fresh fruits and vegetables;Vegetables (fresh);2013-08-01;39993
Fresh fruits and vegetables;Vegetables (fresh);2013-09-01;40180
Fresh fruits and vegetables;Vegetables (fresh);2013-10-01;40216
Fresh fruits and vegetables;Vegetables (fresh);2013-11-01;40269
Fresh fruits and vegetables;Vegetables (fresh);2013-12-01;40660
Fresh fruits and vegetables;Vegetables (fresh);2014-01-01;40878
Fresh fruits and vegetables;Vegetables (fresh);2014-02-01;40896
Fresh fruits and vegetables;Vegetables (fresh);2014-03-01;40894
Fresh fruits and vegetables;Vegetables (fresh);2014-04-01;40943
Fresh fruits and vegetables;Vegetables (fresh);2014-05-01;41021
Fresh fruits and vegetables;Vegetables (fresh);2014-06-01;41300
Fresh fruits and vegetables;Vegetables (fresh);2014-07-01;41402
Fresh fruits and vegetables;Vegetables (fresh);2014-08-01;41481
Fresh fruits and vegetables;Vegetables (fresh);2014-09-01;41698
Fresh fruits and vegetables;Vegetables (fresh);2014-10-01;41895
Fresh fruits and vegetables;Vegetables (fresh);2014-11-01;42100
Fresh fruits and vegetables;Vegetables (fresh);2014-12-01;42178
Fresh fruits and vegetables;Vegetables (fresh);2015-01-01;42473
Fresh fruits and vegetables;Vegetables (fresh);2015-02-01;42590
Fresh fruits and vegetables;Vegetables (fresh);2015-03-01;42589
Fresh fruits and vegetables;Vegetables (fresh);2015-04-01;42458
Fresh fruits and vegetables;Vegetables (fresh);2015-05-01;42515
Fresh fruits and vegetables;Vegetables (fresh);2015-06-01;42758
Fresh fruits and vegetables;Vegetables (fresh);2015-07-01;42975
Fresh fruits and vegetables;Vegetables (fresh);2015-08-01;43127
Fresh fruits and vegetables;Vegetables (fresh);2015-09-01;43427
Fresh fruits and vegetables;Vegetables (fresh);2015-10-01;43243
Fresh fruits and vegetables;Vegetables (fresh);2015-11-01;43706
Fresh fruits and vegetables;Vegetables (fresh);2015-12-01;43896
Fresh fruits and vegetables;Vegetables (fresh);2016-01-01;44180
Fresh fruits and vegetables;Vegetables (fresh);2016-02-01;44392
Fresh fruits and vegetables;Vegetables (fresh);2016-03-01;44091
Fresh fruits and vegetables;Vegetables (fresh);2016-04-01;44716
Fresh fruits and vegetables;Vegetables (fresh);2016-05-01;44886
Fresh fruits and vegetables;Vegetables (fresh);2016-06-01;45165
Fresh fruits and vegetables;Vegetables (fresh);2016-07-01;44987
Fresh fruits and vegetables;Vegetables (fresh);2016-08-01;45155
Fresh fruits and vegetables;Vegetables (fresh);2016-09-01;45098
Fresh fruits and vegetables;Vegetables (fresh);2016-10-01;45442
Fresh fruits and vegetables;Vegetables (fresh);2016-11-01;45384
Fresh fruits and vegetables;Vegetables (fresh);2016-12-01;45546
Fresh fruits and vegetables;Vegetables (fresh);2017-01-01;45847
Fresh fruits and vegetables;Vegetables (fresh);2017-02-01;46043
Fresh fruits and vegetables;Vegetables (fresh);2017-03-01;46437
Fresh fruits and vegetables;Vegetables (fresh);2017-04-01;46682
Fresh fruits and vegetables;Vegetables (fresh);2017-05-01;46649
Fresh fruits and vegetables;Vegetables (fresh);2017-06-01;46896
Fresh fruits and vegetables;Vegetables (fresh);2017-07-01;46970
Fresh fruits and vegetables;Vegetables (fresh);2017-08-01;47343
Fresh fruits and vegetables;Vegetables (fresh);2017-09-01;47707
Fresh fruits and vegetables;Vegetables (fresh);2017-10-01;47859
Fresh fruits and vegetables;Vegetables (fresh);2017-11-01;47985
Fresh fruits and vegetables;Vegetables (fresh);2017-12-01;48693
Fresh fruits and vegetables;Vegetables (fresh);2018-01-01;48496
Fresh fruits and vegetables;Vegetables (fresh);2018-02-01;48507
Fresh fruits and vegetables;Vegetables (fresh);2018-03-01;48664
Fresh fruits and vegetables;Vegetables (fresh);2018-04-01;48745
Fresh fruits and vegetables;Vegetables (fresh);2018-05-01;49191
Fresh fruits and vegetables;Vegetables (fresh);2018-06-01;49012
Fresh fruits and vegetables;Vegetables (fresh);2018-07-01;49390
Fresh fruits and vegetables;Vegetables (fresh);2018-08-01;49442
Fresh fruits and vegetables;Vegetables (fresh);2018-09-01;49439
Fresh fruits and vegetables;Vegetables (fresh);2018-10-01;49715
Fresh fruits and vegetables;Vegetables (fresh);2018-11-01;49773
Fresh fruits and vegetables;Vegetables (fresh);2018-12-01;49172
Fresh fruits and vegetables;Vegetables (fresh);2019-01-01;50098
Fresh fruits and vegetables;Vegetables (fresh);2019-02-01;48978
Fresh fruits and vegetables;Vegetables (fresh);2019-03-01;49785
Fresh fruits and vegetables;Vegetables (fresh);2019-04-01;50046
Fresh fruits and vegetables;Vegetables (fresh);2019-05-01;50267
Fresh fruits and vegetables;Vegetables (fresh);2019-06-01;50573
Fresh fruits and vegetables;Vegetables (fresh);2019-07-01;51095
Fresh fruits and vegetables;Vegetables (fresh);2019-08-01;51130
Fresh fruits and vegetables;Vegetables (fresh);2019-09-01;50652
Fresh fruits and vegetables;Vegetables (fresh);2019-10-01;50839
Fresh fruits and vegetables;Vegetables (fresh);2019-11-01;50919
Fresh fruits and vegetables;Vegetables (fresh);2019-12-01;50871
Meats and poultry;Beef and veal;2001-05-01;26156
Meats and poultry;Beef and veal;2001-06-01;26078
Meats and poultry;Beef and veal;2001-07-01;26119
Meats and poultry;Beef and veal;2001-08-01;26215
Meats and poultry;Beef and veal;2001-09-01;26325
Meats and poultry;Beef and veal;2001-10-01;26352
Meats and poultry;Beef and veal;2001-11-01;26270
Meats and poultry;Beef and veal;2001-12-01;26463
Meats and poultry;Beef and veal;2002-01-01;26258
Meats and poultry;Beef and veal;2002-02-01;26307
Meats and poultry;Beef and veal;2002-03-01;26407
Meats and poultry;Beef and veal;2002-04-01;26240
Meats and poultry;Beef and veal;2002-05-01;26310
Meats and poultry;Beef and veal;2002-06-01;26310
Meats and poultry;Beef and veal;2002-07-01;26415
Meats and poultry;Beef and veal;2002-08-01;26294
Meats and poultry;Beef and veal;2002-09-01;26226
Meats and poultry;Beef and veal;2002-10-01;26392
Meats and poultry;Beef and veal;2002-11-01;26643
Meats and poultry;Beef and veal;2002-12-01;26552
Meats and poultry;Beef and veal;2003-01-01;26850
Meats and poultry;Beef and veal;2003-02-01;26906
Meats and poultry;Beef and veal;2003-03-01;26936
Meats and poultry;Beef and veal;2003-04-01;26997
Meats and poultry;Beef and veal;2003-05-01;26765
Meats and poultry;Beef and veal;2003-06-01;27155
Meats and poultry;Beef and veal;2003-07-01;27495
Meats and poultry;Beef and veal;2003-08-01;27772
Meats and poultry;Beef and veal;2003-09-01;27854
Meats and poultry;Beef and veal;2003-10-01;28039
Meats and poultry;Beef and veal;2003-11-01;28155
Meats and poultry;Beef and veal;2003-12-01;28188
Meats and poultry;Beef and veal;2004-01-01;28795
Meats and poultry;Beef and veal;2004-02-01;28561
Meats and poultry;Beef and veal;2004-03-01;29015
Meats and poultry;Beef and veal;2004-04-01;29096
Meats and poultry;Beef and veal;2004-05-01;29450
Meats and poultry;Beef and veal;2004-06-01;29469
Meats and poultry;Beef and veal;2004-07-01;29622
Meats and poultry;Beef and veal;2004-08-01;29681
Meats and poultry;Beef and veal;2004-09-01;29836
Meats and poultry;Beef and veal;2004-10-01;29943
Meats and poultry;Beef and veal;2004-11-01;30158
Meats and poultry;Beef and veal;2004-12-01;30253
Meats and poultry;Beef and veal;2005-01-01;30509
Meats and poultry;Beef and veal;2005-02-01;30483
Meats and poultry;Beef and veal;2005-03-01;30554
Meats and poultry;Beef and veal;2005-04-01;31007
Meats and poultry;Beef and veal;2005-05-01;31018
Meats and poultry;Beef and veal;2005-06-01;31113
Meats and poultry;Beef and veal;2005-07-01;31157
Meats and poultry;Beef and veal;2005-08-01;31197
Meats and poultry;Beef and veal;2005-09-01;31193
Meats and poultry;Beef and veal;2005-10-01;31258
Meats and poultry;Beef and veal;2005-11-01;31137
Meats and poultry;Beef and veal;2005-12-01;31028
Meats and poultry;Beef and veal;2006-01-01;31012
Meats and poultry;Beef and veal;2006-02-01;31187
Meats and poultry;Beef and veal;2006-03-01;31033
Meats and poultry;Beef and veal;2006-04-01;31007
Meats and poultry;Beef and veal;2006-05-01;31049
Meats and poultry;Beef and veal;2006-06-01;31019
Meats and poultry;Beef and veal;2006-07-01;31038
Meats and poultry;Beef and veal;2006-08-01;31253
Meats and poultry;Beef and veal;2006-09-01;31084
Meats and poultry;Beef and veal;2006-10-01;31715
Meats and poultry;Beef and veal;2006-11-01;31635
Meats and poultry;Beef and veal;2006-12-01;32041
Meats and poultry;Beef and veal;2007-01-01;31958
Meats and poultry;Beef and veal;2007-02-01;32143
Meats and poultry;Beef and veal;2007-03-01;32123
Meats and poultry;Beef and veal;2007-04-01;32047
Meats and poultry;Beef and veal;2007-05-01;32147
Meats and poultry;Beef and veal;2007-06-01;32279
Meats and poultry;Beef and veal;2007-07-01;32463
Meats and poultry;Beef and veal;2007-08-01;32345
Meats and poultry;Beef and veal;2007-09-01;32549
Meats and poultry;Beef and veal;2007-10-01;32655
Meats and poultry;Beef and veal;2007-11-01;32975
Meats and poultry;Beef and veal;2007-12-01;33242
Meats and poultry;Beef and veal;2008-01-01;33293
Meats and poultry;Beef and veal;2008-02-01;33332
Meats and poultry;Beef and veal;2008-03-01;33643
Meats and poultry;Beef and veal;2008-04-01;34291
Meats and poultry;Beef and veal;2008-05-01;34429
Meats and poultry;Beef and veal;2008-06-01;34560
Meats and poultry;Beef and veal;2008-07-01;34873
Meats and poultry;Beef and veal;2008-08-01;35011
Meats and poultry;Beef and veal;2008-09-01;34968
Meats and poultry;Beef and veal;2008-10-01;35207
Meats and poultry;Beef and veal;2008-11-01;35259
Meats and poultry;Beef and veal;2008-12-01;35190
Meats and poultry;Beef and veal;2009-01-01;35585
Meats and poultry;Beef and veal;2009-02-01;35176
Meats and poultry;Beef and veal;2009-03-01;35162
Meats and poultry;Beef and veal;2009-04-01;35324
Meats and poultry;Beef and veal;2009-05-01;35409
Meats and poultry;Beef and veal;2009-06-01;35376
Meats and poultry;Beef and veal;2009-07-01;35334
Meats and poultry;Beef and veal;2009-08-01;35256
Meats and poultry;Beef and veal;2009-09-01;35491
Meats and poultry;Beef and veal;2009-10-01;35429
Meats and poultry;Beef and veal;2009-11-01;35358
Meats and poultry;Beef and veal;2009-12-01;35670
Meats and poultry;Beef and veal;2010-01-01;35501
Meats and poultry;Beef and veal;2010-02-01;36127
Meats and poultry;Beef and veal;2010-03-01;35784
Meats and poultry;Beef and veal;2010-04-01;35722
Meats and poultry;Beef and veal;2010-05-01;35731
Meats and poultry;Beef and veal;2010-06-01;35558
Meats and poultry;Beef and veal;2010-07-01;35642
Meats and poultry;Beef and veal;2010-08-01;35938
Meats and poultry;Beef and veal;2010-09-01;36218
Meats and poultry;Beef and veal;2010-10-01;36260
Meats and poultry;Beef and veal;2010-11-01;36841
Meats and poultry;Beef and veal;2010-12-01;36990
Meats and poultry;Beef and veal;2011-01-01;37343
Meats and poultry;Beef and veal;2011-02-01;37712
Meats and poultry;Beef and veal;2011-03-01;37791
Meats and poultry;Beef and veal;2011-04-01;38538
Meats and poultry;Beef and veal;2011-05-01;38341
Meats and poultry;Beef and veal;2011-06-01;38800
Meats and poultry;Beef and veal;2011-07-01;39003
Meats and poultry;Beef and veal;2011-08-01;39156
Meats and poultry;Beef and veal;2011-09-01;39132
Meats and poultry;Beef and veal;2011-10-01;39493
Meats and poultry;Beef and veal;2011-11-01;39419
Meats and poultry;Beef and veal;2011-12-01;39391
Meats and poultry;Beef and veal;2012-01-01;39781
Meats and poultry;Beef and veal;2012-02-01;39803
Meats and poultry;Beef and veal;2012-03-01;40031
Meats and poultry;Beef and veal;2012-04-01;40318
Meats and poultry;Beef and veal;2012-05-01;40302
Meats and poultry;Beef and veal;2012-06-01;40394
Meats and poultry;Beef and veal;2012-07-01;40665
Meats and poultry;Beef and veal;2012-08-01;40543
Meats and poultry;Beef and veal;2012-09-01;40716
Meats and poultry;Beef and veal;2012-10-01;40762
Meats and poultry;Beef and veal;2012-11-01;40847
Meats and poultry;Beef and veal;2012-12-01;40922
Meats and poultry;Beef and veal;2013-01-01;40941
Meats and poultry;Beef and veal;2013-02-01;41413
Meats and poultry;Beef and veal;2013-03-01;41293
Meats and poultry;Beef and veal;2013-04-01;41097
Meats and poultry;Beef and veal;2013-05-01;41445
Meats and poultry;Beef and veal;2013-06-01;41552
Meats and poultry;Beef and veal;2013-07-01;41823
Meats and poultry;Beef and veal;2013-08-01;41954
Meats and poultry;Beef and veal;2013-09-01;42191
Meats and poultry;Beef and veal;2013-10-01;42533
Meats and poultry;Beef and veal;2013-11-01;42558
Meats and poultry;Beef and veal;2013-12-01;43009
Meats and poultry;Beef and veal;2014-01-01;43437
Meats and poultry;Beef and veal;2014-02-01;43617
Meats and poultry;Beef and veal;2014-03-01;43759
Meats and poultry;Beef and veal;2014-04-01;44037
Meats and poultry;Beef and veal;2014-05-01;44353
Meats and poultry;Beef and veal;2014-06-01;44677
Meats and poultry;Beef and veal;2014-07-01;44787
Meats and poultry;Beef and veal;2014-08-01;44964
Meats and poultry;Beef and veal;2014-09-01;44913
Meats and poultry;Beef and veal;2014-10-01;45178
Meats and poultry;Beef and veal;2014-11-01;45233
Meats and poultry;Beef and veal;2014-12-01;45277
Meats and poultry;Beef and veal;2015-01-01;45404
Meats and poultry;Beef and veal;2015-02-01;45503
Meats and poultry;Beef and veal;2015-03-01;45209
Meats and poultry;Beef and veal;2015-04-01;45229
Meats and poultry;Beef and veal;2015-05-01;44974
Meats and poultry;Beef and veal;2015-06-01;45118
Meats and poultry;Beef and veal;2015-07-01;45191
Meats and poultry;Beef and veal;2015-08-01;45035
Meats and poultry;Beef and veal;2015-09-01;45139
Meats and poultry;Beef and veal;2015-10-01;44665
Meats and poultry;Beef and veal;2015-11-01;44840
Meats and poultry;Beef and veal;2015-12-01;44675
Meats and poultry;Beef and veal;2016-01-01;44763
Meats and poultry;Beef and veal;2016-02-01;44977
Meats and poultry;Beef and veal;2016-03-01;44426
Meats and poultry;Beef and veal;2016-04-01;44786
Meats and poultry;Beef and veal;2016-05-01;44763
Meats and poultry;Beef and veal;2016-06-01;44855
Meats and poultry;Beef and veal;2016-07-01;44560
Meats and poultry;Beef and veal;2016-08-01;44669
Meats and poultry;Beef and veal;2016-09-01;44650
Meats and poultry;Beef and veal;2016-10-01;44941
Meats and poultry;Beef and veal;2016-11-01;44856
Meats and poultry;Beef and veal;2016-12-01;45049
Meats and poultry;Beef and veal;2017-01-01;45190
Meats and poultry;Beef and veal;2017-02-01;45335
Meats and poultry;Beef and veal;2017-03-01;45600
Meats and poultry;Beef and veal;2017-04-01;45750
Meats and poultry;Beef and veal;2017-05-01;45737
Meats and poultry;Beef and veal;2017-06-01;45935
Meats and poultry;Beef and veal;2017-07-01;45823
Meats and poultry;Beef and veal;2017-08-01;46243
Meats and poultry;Beef and veal;2017-09-01;46472
Meats and poultry;Beef and veal;2017-10-01;46583
Meats and poultry;Beef and veal;2017-11-01;46732
Meats and poultry;Beef and veal;2017-12-01;47320
Meats and poultry;Beef and veal;2018-01-01;47004
Meats and poultry;Beef and veal;2018-02-01;47017
Meats and poultry;Beef and veal;2018-03-01;47109
Meats and poultry;Beef and veal;2018-04-01;47128
Meats and poultry;Beef and veal;2018-05-01;47562
Meats and poultry;Beef and veal;2018-06-01;47280
Meats and poultry;Beef and veal;2018-07-01;47640
Meats and poultry;Beef and veal;2018-08-01;47676
Meats and poultry;Beef and veal;2018-09-01;47667
Meats and poultry;Beef and veal;2018-10-01;47816
Meats and poultry;Beef and veal;2018-11-01;48126
Meats and poultry;Beef and veal;2018-12-01;47658
Meats and poultry;Beef and veal;2019-01-01;48532
Meats and poultry;Beef and veal;2019-02-01;47349
Meats and poultry;Beef and veal;2019-03-01;48252
Meats and poultry;Beef and veal;2019-04-01;48531
Meats and poultry;Beef and veal;2019-05-01;48726
Meats and poultry;Beef and veal;2019-06-01;49027
Meats and poultry;Beef and veal;2019-07-01;49537
Meats and poultry;Beef and veal;2019-08-01;49515
Meats and poultry;Beef and veal;2019-09-01;49000
Meats and poultry;Beef and veal;2019-10-01;49163
Meats and poultry;Beef and veal;2019-11-01;49399
