Category;Sub-Category;Month;Millions of Dollars
Processed fruits and vegetables;Processed fruits and vegetables;1977-11-01;11392
Processed fruits and vegetables;Processed fruits and vegetables;1977-12-01;11190
Processed fruits and vegetables;Processed fruits and vegetables;1978-01-01;11186
Processed fruits and vegetables;Processed fruits and vegetables;1978-02-01;11409
Processed fruits and vegetables;Processed fruits and vegetables;1978-03-01;11528
Processed fruits and vegetables;Processed fruits and vegetables;1978-04-01;11497
Processed fruits and vegetables;Processed fruits and vegetables;1978-05-01;11602
Processed fruits and vegetables;Processed fruits and vegetables;1978-06-01;11749
Processed fruits and vegetables;Processed fruits and vegetables;1978-07-01;11670
Processed fruits and vegetables;Processed fruits and vegetables;1978-08-01;11726
Processed fruits and vegetables;Processed fruits and vegetables;1978-09-01;11878
Processed fruits and vegetables;Processed fruits and vegetables;1978-10-01;11777
Processed fruits and vegetables;Processed fruits and vegetables;1978-11-01;11940
Processed fruits and vegetables;Processed fruits and vegetables;1978-12-01;12057
Processed fruits and vegetables;Processed fruits and vegetables;1979-01-01;12234
Processed fruits and vegetables;Processed fruits and vegetables;1979-02-01;12238
Processed fruits and vegetables;Processed fruits and vegetables;1979-03-01;12336
Processed fruits and vegetables;Processed fruits and vegetables;1979-04-01;12148
Processed fruits and vegetables;Processed fruits and vegetables;1979-05-01;12390
Processed fruits and vegetables;Processed fruits and vegetables;1979-06-01;12746
Processed fruits and vegetables;Processed fruits and vegetables;1979-07-01;12324
Processed fruits and vegetables;Processed fruits and vegetables;1979-08-01;12478
Processed fruits and vegetables;Processed fruits and vegetables;1979-09-01;12626
Processed fruits and vegetables;Processed fruits and vegetables;1979-10-01;12593
Processed fruits and vegetables;Processed fruits and vegetables;1979-11-01;12811
Processed fruits and vegetables;Processed fruits and vegetables;1979-12-01;12751
Processed fruits and vegetables;Processed fruits and vegetables;1980-01-01;12830
Processed fruits and vegetables;Processed fruits and vegetables;1980-02-01;12825
Processed fruits and vegetables;Processed fruits and vegetables;1980-03-01;12889
Processed fruits and vegetables;Processed fruits and vegetables;1980-04-01;12863
Processed fruits and vegetables;Processed fruits and vegetables;1980-05-01;12924
Processed fruits and vegetables;Processed fruits and vegetables;1980-06-01;12899
Processed fruits and vegetables;Processed fruits and vegetables;1980-07-01;13001
Processed fruits and vegetables;Processed fruits and vegetables;1980-08-01;13271
Processed fruits and vegetables;Processed fruits and vegetables;1980-09-01;13306
Processed fruits and vegetables;Processed fruits and vegetables;1980-10-01;13457
Processed fruits and vegetables;Processed fruits and vegetables;1980-11-01;13548
Processed fruits and vegetables;Processed fruits and vegetables;1980-12-01;13703
Processed fruits and vegetables;Processed fruits and vegetables;1981-01-01;13882
Processed fruits and vegetables;Processed fruits and vegetables;1981-02-01;13959
Processed fruits and vegetables;Processed fruits and vegetables;1981-03-01;14039
Processed fruits and vegetables;Processed fruits and vegetables;1981-04-01;14261
Processed fruits and vegetables;Processed fruits and vegetables;1981-05-01;14360
Processed fruits and vegetables;Processed fruits and vegetables;1981-06-01;14462
Processed fruits and vegetables;Processed fruits and vegetables;1981-07-01;14577
Processed fruits and vegetables;Processed fruits and vegetables;1981-08-01;14725
Processed fruits and vegetables;Processed fruits and vegetables;1981-09-01;14648
Processed fruits and vegetables;Processed fruits and vegetables;1981-10-01;14852
Processed fruits and vegetables;Processed fruits and vegetables;1981-11-01;14829
Processed fruits and vegetables;Processed fruits and vegetables;1981-12-01;14997
Processed fruits and vegetables;Processed fruits and vegetables;1982-01-01;14992
Processed fruits and vegetables;Processed fruits and vegetables;1982-02-01;15107
Processed fruits and vegetables;Processed fruits and vegetables;1982-03-01;15002
Processed fruits and vegetables;Processed fruits and vegetables;1982-04-01;15131
Processed fruits and vegetables;Processed fruits and vegetables;1982-05-01;15200
Processed fruits and vegetables;Processed fruits and vegetables;1982-06-01;15187
Processed fruits and vegetables;Processed fruits and vegetables;1982-07-01;15341
Processed fruits and vegetables;Processed fruits and vegetables;1982-08-01;15179
Processed fruits and vegetables;Processed fruits and vegetables;1982-09-01;15227
Processed fruits and vegetables;Processed fruits and vegetables;1982-10-01;15386
Processed fruits and vegetables;Processed fruits and vegetables;1982-11-01;15164
Processed fruits and vegetables;Processed fruits and vegetables;1982-12-01;15365
Processed fruits and vegetables;Processed fruits and vegetables;1983-01-01;14899
Processed fruits and vegetables;Processed fruits and vegetables;1983-02-01;14985
Processed fruits and vegetables;Processed fruits and vegetables;1983-03-01;15007
Processed fruits and vegetables;Processed fruits and vegetables;1983-04-01;15062
Processed fruits and vegetables;Processed fruits and vegetables;1983-05-01;15019
Processed fruits and vegetables;Processed fruits and vegetables;1983-06-01;15125
Processed fruits and vegetables;Processed fruits and vegetables;1983-07-01;15216
Processed fruits and vegetables;Processed fruits and vegetables;1983-08-01;15155
Processed fruits and vegetables;Processed fruits and vegetables;1983-09-01;15195
Processed fruits and vegetables;Processed fruits and vegetables;1983-10-01;15185
Processed fruits and vegetables;Processed fruits and vegetables;1983-11-01;15264
Processed fruits and vegetables;Processed fruits and vegetables;1983-12-01;15232
Processed fruits and vegetables;Processed fruits and vegetables;1984-01-01;15434
Processed fruits and vegetables;Processed fruits and vegetables;1984-02-01;15537
Processed fruits and vegetables;Processed fruits and vegetables;1984-03-01;15715
Processed fruits and vegetables;Processed fruits and vegetables;1984-04-01;15793
Processed fruits and vegetables;Processed fruits and vegetables;1984-05-01;15792
Processed fruits and vegetables;Processed fruits and vegetables;1984-06-01;15939
Processed fruits and vegetables;Processed fruits and vegetables;1984-07-01;15807
Processed fruits and vegetables;Processed fruits and vegetables;1984-08-01;15803
Processed fruits and vegetables;Processed fruits and vegetables;1984-09-01;15854
Processed fruits and vegetables;Processed fruits and vegetables;1984-10-01;15672
Processed fruits and vegetables;Processed fruits and vegetables;1984-11-01;15687
Processed fruits and vegetables;Processed fruits and vegetables;1984-12-01;15472
Processed fruits and vegetables;Processed fruits and vegetables;1985-01-01;15486
Processed fruits and vegetables;Processed fruits and vegetables;1985-02-01;15422
Processed fruits and vegetables;Processed fruits and vegetables;1985-03-01;15264
Processed fruits and vegetables;Processed fruits and vegetables;1985-04-01;15321
Processed fruits and vegetables;Processed fruits and vegetables;1985-05-01;15180
Processed fruits and vegetables;Processed fruits and vegetables;1985-06-01;15059
Processed fruits and vegetables;Processed fruits and vegetables;1985-07-01;15000
Processed fruits and vegetables;Processed fruits and vegetables;1985-08-01;14999
Processed fruits and vegetables;Processed fruits and vegetables;1985-09-01;15064
Processed fruits and vegetables;Processed fruits and vegetables;1985-10-01;14998
Processed fruits and vegetables;Processed fruits and vegetables;1985-11-01;15115
Processed fruits and vegetables;Processed fruits and vegetables;1985-12-01;15198
Processed fruits and vegetables;Processed fruits and vegetables;1986-01-01;15226
Processed fruits and vegetables;Processed fruits and vegetables;1986-02-01;15127
Processed fruits and vegetables;Processed fruits and vegetables;1986-03-01;15162
Processed fruits and vegetables;Processed fruits and vegetables;1986-04-01;14969
Processed fruits and vegetables;Processed fruits and vegetables;1986-05-01;15021
Processed fruits and vegetables;Processed fruits and vegetables;1986-06-01;15014
Processed fruits and vegetables;Processed fruits and vegetables;1986-07-01;15038
Processed fruits and vegetables;Processed fruits and vegetables;1986-08-01;14854
Processed fruits and vegetables;Processed fruits and vegetables;1986-09-01;14987
Processed fruits and vegetables;Processed fruits and vegetables;1986-10-01;15059
Processed fruits and vegetables;Processed fruits and vegetables;1986-11-01;15033
Processed fruits and vegetables;Processed fruits and vegetables;1986-12-01;15058
Processed fruits and vegetables;Processed fruits and vegetables;1987-01-01;14945
Processed fruits and vegetables;Processed fruits and vegetables;1987-02-01;15004
Processed fruits and vegetables;Processed fruits and vegetables;1987-03-01;14894
Processed fruits and vegetables;Processed fruits and vegetables;1987-04-01;14911
Processed fruits and vegetables;Processed fruits and vegetables;1987-05-01;14821
Processed fruits and vegetables;Processed fruits and vegetables;1987-06-01;14876
Processed fruits and vegetables;Processed fruits and vegetables;1987-07-01;14788
Processed fruits and vegetables;Processed fruits and vegetables;1987-08-01;14873
Processed fruits and vegetables;Processed fruits and vegetables;1987-09-01;14788
Processed fruits and vegetables;Processed fruits and vegetables;1987-10-01;14783
Processed fruits and vegetables;Processed fruits and vegetables;1987-11-01;14725
Processed fruits and vegetables;Processed fruits and vegetables;1987-12-01;14722
Processed fruits and vegetables;Processed fruits and vegetables;1988-01-01;14776
Processed fruits and vegetables;Processed fruits and vegetables;1988-02-01;14845
Processed fruits and vegetables;Processed fruits and vegetables;1988-03-01;15092
Processed fruits and vegetables;Processed fruits and vegetables;1988-04-01;15033
Processed fruits and vegetables;Processed fruits and vegetables;1988-05-01;15108
Processed fruits and vegetables;Processed fruits and vegetables;1988-06-01;15064
Processed fruits and vegetables;Processed fruits and vegetables;1988-07-01;15223
Processed fruits and vegetables;Processed fruits and vegetables;1988-08-01;15357
Processed fruits and vegetables;Processed fruits and vegetables;1988-09-01;15264
Processed fruits and vegetables;Processed fruits and vegetables;1988-10-01;15320
Processed fruits and vegetables;Processed fruits and vegetables;1988-11-01;15373
Processed fruits and vegetables;Processed fruits and vegetables;1988-12-01;15263
Processed fruits and vegetables;Processed fruits and vegetables;1989-01-01;15457
Processed fruits and vegetables;Processed fruits and vegetables;1989-02-01;15462
Processed fruits and vegetables;Processed fruits and vegetables;1989-03-01;15418
Processed fruits and vegetables;Processed fruits and vegetables;1989-04-01;15388
Processed fruits and vegetables;Processed fruits and vegetables;1989-05-01;15506
Processed fruits and vegetables;Processed fruits and vegetables;1989-06-01;15474
Processed fruits and vegetables;Processed fruits and vegetables;1989-07-01;15497
Processed fruits and vegetables;Processed fruits and vegetables;1989-08-01;15529
Processed fruits and vegetables;Processed fruits and vegetables;1989-09-01;15632
Processed fruits and vegetables;Processed fruits and vegetables;1989-10-01;15558
Processed fruits and vegetables;Processed fruits and vegetables;1989-11-01;15634
Processed fruits and vegetables;Processed fruits and vegetables;1989-12-01;15789
Processed fruits and vegetables;Processed fruits and vegetables;1990-01-01;15706
Processed fruits and vegetables;Processed fruits and vegetables;1990-02-01;15862
Processed fruits and vegetables;Processed fruits and vegetables;1990-03-01;16007
Processed fruits and vegetables;Processed fruits and vegetables;1990-04-01;15912
Processed fruits and vegetables;Processed fruits and vegetables;1990-05-01;15901
Processed fruits and vegetables;Processed fruits and vegetables;1990-06-01;16045
Processed fruits and vegetables;Processed fruits and vegetables;1990-07-01;15932
Processed fruits and vegetables;Processed fruits and vegetables;1990-08-01;15933
Processed fruits and vegetables;Processed fruits and vegetables;1990-09-01;16057
Processed fruits and vegetables;Processed fruits and vegetables;1990-10-01;15762
Processed fruits and vegetables;Processed fruits and vegetables;1990-11-01;15875
Processed fruits and vegetables;Processed fruits and vegetables;1990-12-01;15671
Sugar and sweets;Sugar and sweets;1976-01-01;10836
Sugar and sweets;Sugar and sweets;1976-02-01;10678
Sugar and sweets;Sugar and sweets;1976-03-01;10718
Sugar and sweets;Sugar and sweets;1976-04-01;10778
Sugar and sweets;Sugar and sweets;1976-05-01;10829
Sugar and sweets;Sugar and sweets;1976-06-01;11012
Sugar and sweets;Sugar and sweets;1976-07-01;10988
Sugar and sweets;Sugar and sweets;1976-08-01;11173
Sugar and sweets;Sugar and sweets;1976-09-01;11231
Sugar and sweets;Sugar and sweets;1976-10-01;11410
Sugar and sweets;Sugar and sweets;1976-11-01;11395
Sugar and sweets;Sugar and sweets;1976-12-01;11645
Sugar and sweets;Sugar and sweets;1977-01-01;11929
Sugar and sweets;Sugar and sweets;1977-02-01;11875
Sugar and sweets;Sugar and sweets;1977-03-01;11919
Sugar and sweets;Sugar and sweets;1977-04-01;12110
Sugar and sweets;Sugar and sweets;1977-05-01;12471
Sugar and sweets;Sugar and sweets;1977-06-01;12564
Sugar and sweets;Sugar and sweets;1977-07-01;12673
Sugar and sweets;Sugar and sweets;1977-08-01;12623
Sugar and sweets;Sugar and sweets;1977-09-01;12675
Sugar and sweets;Sugar and sweets;1977-10-01;12907
Sugar and sweets;Sugar and sweets;1977-11-01;13285
Sugar and sweets;Sugar and sweets;1977-12-01;13044
Sugar and sweets;Sugar and sweets;1978-01-01;12865
Sugar and sweets;Sugar and sweets;1978-02-01;13048
Sugar and sweets;Sugar and sweets;1978-03-01;13125
Sugar and sweets;Sugar and sweets;1978-04-01;13044
Sugar and sweets;Sugar and sweets;1978-05-01;13129
Sugar and sweets;Sugar and sweets;1978-06-01;13273
Sugar and sweets;Sugar and sweets;1978-07-01;13174
Sugar and sweets;Sugar and sweets;1978-08-01;13241
Sugar and sweets;Sugar and sweets;1978-09-01;13425
Sugar and sweets;Sugar and sweets;1978-10-01;13335
Sugar and sweets;Sugar and sweets;1978-11-01;13556
Sugar and sweets;Sugar and sweets;1978-12-01;13739
Sugar and sweets;Sugar and sweets;1979-01-01;13943
Sugar and sweets;Sugar and sweets;1979-02-01;13934
Sugar and sweets;Sugar and sweets;1979-03-01;14063
Sugar and sweets;Sugar and sweets;1979-04-01;13893
Sugar and sweets;Sugar and sweets;1979-05-01;14240
Sugar and sweets;Sugar and sweets;1979-06-01;14743
Sugar and sweets;Sugar and sweets;1979-07-01;14364
Sugar and sweets;Sugar and sweets;1979-08-01;14667
Sugar and sweets;Sugar and sweets;1979-09-01;14978
Sugar and sweets;Sugar and sweets;1979-10-01;15083
Sugar and sweets;Sugar and sweets;1979-11-01;15490
Sugar and sweets;Sugar and sweets;1979-12-01;15563
Sugar and sweets;Sugar and sweets;1980-01-01;15861
Sugar and sweets;Sugar and sweets;1980-02-01;16096
Sugar and sweets;Sugar and sweets;1980-03-01;16382
Sugar and sweets;Sugar and sweets;1980-04-01;16519
Sugar and sweets;Sugar and sweets;1980-05-01;16731
Sugar and sweets;Sugar and sweets;1980-06-01;16787
Sugar and sweets;Sugar and sweets;1980-07-01;16979
Sugar and sweets;Sugar and sweets;1980-08-01;17350
Sugar and sweets;Sugar and sweets;1980-09-01;17374
Sugar and sweets;Sugar and sweets;1980-10-01;17508
Sugar and sweets;Sugar and sweets;1980-11-01;17527
Sugar and sweets;Sugar and sweets;1980-12-01;17590
Sugar and sweets;Sugar and sweets;1981-01-01;17702
Sugar and sweets;Sugar and sweets;1981-02-01;17709
Sugar and sweets;Sugar and sweets;1981-03-01;17682
Sugar and sweets;Sugar and sweets;1981-04-01;17800
Sugar and sweets;Sugar and sweets;1981-05-01;17736
Sugar and sweets;Sugar and sweets;1981-06-01;17657
Sugar and sweets;Sugar and sweets;1981-07-01;17584
Sugar and sweets;Sugar and sweets;1981-08-01;17541
Sugar and sweets;Sugar and sweets;1981-09-01;17234
Sugar and sweets;Sugar and sweets;1981-10-01;17263
Sugar and sweets;Sugar and sweets;1981-11-01;17036
Sugar and sweets;Sugar and sweets;1981-12-01;17044
Sugar and sweets;Sugar and sweets;1982-01-01;16800
Sugar and sweets;Sugar and sweets;1982-02-01;16646
Sugar and sweets;Sugar and sweets;1982-03-01;16303
Sugar and sweets;Sugar and sweets;1982-04-01;16265
Sugar and sweets;Sugar and sweets;1982-05-01;16206
Sugar and sweets;Sugar and sweets;1982-06-01;16105
Sugar and sweets;Sugar and sweets;1982-07-01;16225
Sugar and sweets;Sugar and sweets;1982-08-01;16055
Sugar and sweets;Sugar and sweets;1982-09-01;16152
Sugar and sweets;Sugar and sweets;1982-10-01;16405
Sugar and sweets;Sugar and sweets;1982-11-01;16302
Sugar and sweets;Sugar and sweets;1982-12-01;16699
Sugar and sweets;Sugar and sweets;1983-01-01;16443
Sugar and sweets;Sugar and sweets;1983-02-01;16800
Sugar and sweets;Sugar and sweets;1983-03-01;17069
Sugar and sweets;Sugar and sweets;1983-04-01;17349
Sugar and sweets;Sugar and sweets;1983-05-01;17501
Sugar and sweets;Sugar and sweets;1983-06-01;17802
Sugar and sweets;Sugar and sweets;1983-07-01;18061
Sugar and sweets;Sugar and sweets;1983-08-01;18113
Sugar and sweets;Sugar and sweets;1983-09-01;18254
Sugar and sweets;Sugar and sweets;1983-10-01;18306
Sugar and sweets;Sugar and sweets;1983-11-01;18424
Sugar and sweets;Sugar and sweets;1983-12-01;18372
Sugar and sweets;Sugar and sweets;1984-01-01;18512
Sugar and sweets;Sugar and sweets;1984-02-01;18520
Sugar and sweets;Sugar and sweets;1984-03-01;18643
Sugar and sweets;Sugar and sweets;1984-04-01;18679
Sugar and sweets;Sugar and sweets;1984-05-01;18644
Sugar and sweets;Sugar and sweets;1984-06-01;18812
Sugar and sweets;Sugar and sweets;1984-07-01;18671
Sugar and sweets;Sugar and sweets;1984-08-01;18705
Sugar and sweets;Sugar and sweets;1984-09-01;18826
Sugar and sweets;Sugar and sweets;1984-10-01;18690
Sugar and sweets;Sugar and sweets;1984-11-01;18809
Sugar and sweets;Sugar and sweets;1984-12-01;18670
Sugar and sweets;Sugar and sweets;1985-01-01;18849
Sugar and sweets;Sugar and sweets;1985-02-01;18947
Sugar and sweets;Sugar and sweets;1985-03-01;18910
Sugar and sweets;Sugar and sweets;1985-04-01;19119
Sugar and sweets;Sugar and sweets;1985-05-01;19066
Sugar and sweets;Sugar and sweets;1985-06-01;19020
Sugar and sweets;Sugar and sweets;1985-07-01;19027
Sugar and sweets;Sugar and sweets;1985-08-01;19097
Sugar and sweets;Sugar and sweets;1985-09-01;19233
Sugar and sweets;Sugar and sweets;1985-10-01;19179
Sugar and sweets;Sugar and sweets;1985-11-01;19347
Sugar and sweets;Sugar and sweets;1985-12-01;19451
Sugar and sweets;Sugar and sweets;1986-01-01;19504
Sugar and sweets;Sugar and sweets;1986-02-01;19396
Sugar and sweets;Sugar and sweets;1986-03-01;19438
Sugar and sweets;Sugar and sweets;1986-04-01;19171
Sugar and sweets;Sugar and sweets;1986-05-01;19213
Sugar and sweets;Sugar and sweets;1986-06-01;19168
Sugar and sweets;Sugar and sweets;1986-07-01;19156
Sugar and sweets;Sugar and sweets;1986-08-01;18877
Sugar and sweets;Sugar and sweets;1986-09-01;19000
Sugar and sweets;Sugar and sweets;1986-10-01;19056
Sugar and sweets;Sugar and sweets;1986-11-01;18966
Sugar and sweets;Sugar and sweets;1986-12-01;18932
Sugar and sweets;Sugar and sweets;1987-01-01;18681
Sugar and sweets;Sugar and sweets;1987-02-01;18691
Sugar and sweets;Sugar and sweets;1987-03-01;18506
Sugar and sweets;Sugar and sweets;1987-04-01;18510
Sugar and sweets;Sugar and sweets;1987-05-01;18379
Sugar and sweets;Sugar and sweets;1987-06-01;18442
Sugar and sweets;Sugar and sweets;1987-07-01;18339
Sugar and sweets;Sugar and sweets;1987-08-01;18469
Sugar and sweets;Sugar and sweets;1987-09-01;18407
Sugar and sweets;Sugar and sweets;1987-10-01;18438
Sugar and sweets;Sugar and sweets;1987-11-01;18476
Sugar and sweets;Sugar and sweets;1987-12-01;18633
Sugar and sweets;Sugar and sweets;1988-01-01;18834
Sugar and sweets;Sugar and sweets;1988-02-01;19026
Sugar and sweets;Sugar and sweets;1988-03-01;19452
Sugar and sweets;Sugar and sweets;1988-04-01;19464
Sugar and sweets;Sugar and sweets;1988-05-01;19660
Sugar and sweets;Sugar and sweets;1988-06-01;19703
Sugar and sweets;Sugar and sweets;1988-07-01;20014
Sugar and sweets;Sugar and sweets;1988-08-01;20293
Sugar and sweets;Sugar and sweets;1988-09-01;20270
Sugar and sweets;Sugar and sweets;1988-10-01;20454
Sugar and sweets;Sugar and sweets;1988-11-01;20616
Sugar and sweets;Sugar and sweets;1988-12-01;20550
Sugar and sweets;Sugar and sweets;1989-01-01;20861
Sugar and sweets;Sugar and sweets;1989-02-01;20948
Sugar and sweets;Sugar and sweets;1989-03-01;20976
Sugar and sweets;Sugar and sweets;1989-04-01;21036
Sugar and sweets;Sugar and sweets;1989-05-01;21293
Sugar and sweets;Sugar and sweets;1989-06-01;21344
Sugar and sweets;Sugar and sweets;1989-07-01;21472
Sugar and sweets;Sugar and sweets;1989-08-01;21613
Sugar and sweets;Sugar and sweets;1989-09-01;21856
Sugar and sweets;Sugar and sweets;1989-10-01;21851
Sugar and sweets;Sugar and sweets;1989-11-01;22057
Sugar and sweets;Sugar and sweets;1989-12-01;22377
Sugar and sweets;Sugar and sweets;1990-01-01;22360
Sugar and sweets;Sugar and sweets;1990-02-01;22686
Sugar and sweets;Sugar and sweets;1990-03-01;23000
Sugar and sweets;Sugar and sweets;1990-04-01;22971
Sugar and sweets;Sugar and sweets;1990-05-01;23061
Sugar and sweets;Sugar and sweets;1990-06-01;23380
Sugar and sweets;Sugar and sweets;1990-07-01;23324
Sugar and sweets;Sugar and sweets;1990-08-01;23436
Sugar and sweets;Sugar and sweets;1990-09-01;23731
Sugar and sweets;Sugar and sweets;1990-10-01;23409
Sugar and sweets;Sugar and sweets;1990-11-01;23685
Sugar and sweets;Sugar and sweets;1990-12-01;23485
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-01-01;2515
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-02-01;2484
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-03-01;2501
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-04-01;2523
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-05-01;2545
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-06-01;2600
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-07-01;2608
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-08-01;2665
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-09-01;2693
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-10-01;2750
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-11-01;2758
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1976-12-01;2830
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-01-01;2907
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-02-01;2903
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-03-01;2924
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-04-01;2981
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-05-01;3080
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-06-01;3112
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-07-01;3148
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-08-01;3144
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-09-01;3164
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-10-01;3227
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-11-01;3326
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1977-12-01;3269
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-01-01;3261
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-02-01;3318
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-03-01;3348
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-04-01;3338
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-05-01;3370
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-06-01;3417
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-07-01;3400
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-08-01;3426
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-09-01;3481
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-10-01;3464
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-11-01;3526
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1978-12-01;3578
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-01-01;3638
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-02-01;3642
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-03-01;3679
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-04-01;3635
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-05-01;3725
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-06-01;3854
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-07-01;3751
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-08-01;3824
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-09-01;3898
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-10-01;3918
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-11-01;4013
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1979-12-01;4019
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-01-01;4066
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-02-01;4100
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-03-01;4152
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-04-01;4174
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-05-01;4218
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-06-01;4228
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-07-01;4276
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-08-01;4374
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-09-01;4389
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-10-01;4433
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-11-01;4457
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1980-12-01;4498
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-01-01;4533
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-02-01;4514
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-03-01;4504
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-04-01;4544
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-05-01;4556
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-06-01;4578
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-07-01;4613
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-08-01;4666
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-09-01;4655
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-10-01;4744
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-11-01;4759
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1981-12-01;4838
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-01-01;4844
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-02-01;4906
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-03-01;4904
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-04-01;4990
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-05-01;5055
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-06-01;5096
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-07-01;5193
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-08-01;5185
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-09-01;5246
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-10-01;5340
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-11-01;5308
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1982-12-01;5422
